Serial No.,Movie Title,Release Month,Release Year,Genre,Type,Country of Origin,Language,Duration (minutes),Director,Cast,IMDb Rating,Rotten Tomatoes (%),Box Office Collection (in millions),Liked By (Number of People),Preferred by Generation,Age Suitability,Streaming Platform,Awards Won,Keywords / Tags,Recommendation Score
475,Fading Stars 475,November,2012,Mystery,Series,UK,Spanish,161,Sofia Coppola,"Brad Pitt, Margot Robbie",8.3,96,420,5486728,"Gen Z, Millennials",PG,Prime Video,Baeksang Nominee,"Mystery, Thriller",78
476,Fading Stars 476,March,1997,Fantasy,Movie,USA,German,136,Greta Gerwig,"Song Kang-ho, Lee Sun-kyun",6.8,60,2022,9829012,Gen Z,PG,HBO Max,Cannes Winner,"Action, Romance",89
477,Shattered Memories 477,June,1998,Thriller/Drama,Movie,Germany,German,94,Greta Gerwig,"Scarlett Johansson, Adam Driver",6.4,100,1664,3382047,"Gen Z, Millennials",PG,Netflix,None,"Tragedy, Mystery",90
478,Shattered Memories 478,December,2017,Animation,Movie,USA,English,167,Anurag Kashyap,"Chris Evans, Emily Blunt",7.8,100,2735,4558024,Gen X,18+,Disney+,Cannes Winner,"Adventure, Romance",94
479,Hidden Truths 479,December,1998,Sci-Fi/Thriller,Series,South Korea,Korean,184,James Cameron,"Song Kang-ho, Lee Sun-kyun",7.8,99,2295,6193995,Gen Z,PG,Netflix,Oscar,"Thriller, Comedy",92
480,Crimson Dawn 480,August,2012,Animation,Movie,Germany,Hindi,82,Park Chan-wook,"Ranbir Kapoor, Alia Bhatt",6.7,76,859,143858,Gen Z,18+,Prime Video,K-Drama Awards,"Romance, Mystery",72
481,Beyond Horizon 481,October,2007,Sci-Fi/Thriller,Series,USA,French,105,Bong Joon-ho,"Tom Hanks, Emma Watson",9.3,66,2149,5258771,Gen Z,PG,Hulu,Oscar,"Comedy, Adventure",100
482,Dreamscape 482,January,1999,Documentary,Movie,India,Spanish,123,Park Chan-wook,"Kim Soo-hyun, Kim Ji-won",9.3,88,771,4118088,Gen Z,R,Prime Video,None,"Romance, Action",76
483,Silent Echo 483,May,2009,Animation,Movie,Germany,Japanese,112,Christopher Nolan,"Kim Soo-hyun, Kim Ji-won",7.9,91,1007,8086762,"Gen Z, Millennials",PG,Hulu,Cannes Winner,"Sci-Fi, Mystery",87
484,Crimson Dawn 484,January,2013,Crime/Comedy/Drama,Movie,USA,German,93,Greta Gerwig,"Song Kang-ho, Lee Sun-kyun",6.6,61,2540,4127005,"Gen Z, Millennials",PG-13,Netflix,Golden Globe,"Tragedy, Drama",78
485,Dreamscape 485,January,2015,Animation,Series,South Korea,German,185,Christopher Nolan,"Kim Soo-hyun, Kim Ji-won",7.5,51,1766,4644763,Millennials,PG-13,Prime Video,Golden Globe,"Comedy, Romance",83
486,Silent Echo 486,April,1998,Horror,Movie,South Korea,Korean,180,Sofia Coppola,"Scarlett Johansson, Adam Driver",7.1,95,1796,7380093,Millennials,R,Hulu,None,"Mystery, Drama",77
487,Beyond Horizon 487,May,2020,Action/Adventure,Series,India,English,139,David Fincher,"Scarlett Johansson, Adam Driver",8.7,77,1381,5145985,Millennials,R,Netflix,None,"Romance, Adventure",74
488,Shattered Memories 488,January,1990,Crime/Comedy/Drama,Series,France,German,147,Christopher Nolan,"Kim Soo-hyun, Kim Ji-won",6.8,89,2670,7288309,Gen X,PG,Hulu,Cannes Winner,"Comedy, Drama",70
489,Crimson Dawn 489,February,1998,Mystery,Series,India,German,133,James Cameron,"Henry Cavill, Anya Taylor-Joy",7.2,76,1786,5954659,"Gen Z, Millennials",16+,Disney+,None,"Tragedy, Drama",92
490,Beyond Horizon 490,September,2010,Horror,Series,Japan,Japanese,154,Guillermo del Toro,"Tom Hanks, Emma Watson",9.3,90,1212,2734495,Millennials,PG-13,Netflix,K-Drama Awards,"Fantasy, Mystery",94
491,Beyond Horizon 491,October,1992,Animation,Movie,India,Spanish,95,Bong Joon-ho,"Kim Soo-hyun, Kim Ji-won",6.2,71,2020,6329014,Gen Z,PG,Netflix,Golden Globe,"Adventure, Tragedy",84
492,Neon Nights 492,October,1999,Thriller/Drama,Series,South Korea,French,118,James Cameron,"Henry Cavill, Anya Taylor-Joy",7.7,90,360,1457230,Gen X,PG,HBO Max,K-Drama Awards,"Tragedy, Action",90
493,Fading Stars 493,October,1998,Animation,Series,Canada,Hindi,154,Christopher Nolan,"Song Kang-ho, Lee Sun-kyun",6.1,76,2873,121888,Millennials,18+,HBO Max,None,"Thriller, Fantasy",85
494,The Last Voyage 494,August,2009,Animation,Series,Japan,Hindi,200,Sofia Coppola,"Robert Pattinson, Zoë Kravitz",8.9,68,568,9179127,Gen Z,PG-13,Prime Video,Cannes Winner,"Romance, Drama",97
495,Eternal Shadows 495,March,2003,Animation,Series,India,Korean,193,Guillermo del Toro,"Ranbir Kapoor, Alia Bhatt",8.3,70,716,3827687,Millennials,18+,HBO Max,Cannes Winner,"Thriller, Romance",80
496,Beyond Horizon 496,August,1996,Fantasy,Movie,India,Japanese,190,Christopher Nolan,"Kim Soo-hyun, Kim Ji-won",7.1,100,2355,5661778,Millennials,18+,Netflix,K-Drama Awards,"Fantasy, Adventure",73
497,Crimson Dawn 497,November,1996,Crime/Comedy/Drama,Series,Canada,French,96,Guillermo del Toro,"Kim Soo-hyun, Kim Ji-won",9.3,87,808,5688763,"Gen Z, Millennials",16+,Netflix,Golden Globe,"Sci-Fi, Tragedy",99
498,Fading Stars 498,January,1999,Fantasy,Movie,USA,Spanish,97,Bong Joon-ho,"Kim Soo-hyun, Kim Ji-won",9.3,100,729,1541544,Gen X,R,Netflix,Baeksang Nominee,"Romance, Action",72
499,Neon Nights 499,July,2000,Sci-Fi/Thriller,Movie,Japan,English,126,Hayao Miyazaki,"Scarlett Johansson, Adam Driver",6.7,74,311,9581736,"Gen Z, Millennials",18+,HBO Max,K-Drama Awards,"Romance, Action",77
500,Silent Echo 500,December,2022,Animation,Series,India,Japanese,188,Bong Joon-ho,"Ranbir Kapoor, Alia Bhatt",7,77,2647,5382796,Gen X,PG,Disney+,Cannes Winner,"Romance, Tragedy",83
501,Hidden Truths 501,November,1993,Horror,Series,Canada,Spanish,124,Greta Gerwig,"Leonardo DiCaprio, Kate Winslet",9.2,67,1621,6514094,Gen X,PG-13,HBO Max,Baeksang Nominee,"Sci-Fi, Drama",93
502,Hidden Truths 502,April,2020,Thriller/Drama,Movie,Japan,Hindi,159,Anurag Kashyap,"Kim Soo-hyun, Kim Ji-won",8.2,65,180,9219283,"Gen Z, Millennials",PG-13,Disney+,None,"Thriller, Sci-Fi",89
503,Dreamscape 503,April,2011,Romance/Drama,Series,Canada,Hindi,137,James Cameron,"Kim Soo-hyun, Kim Ji-won",9.2,87,195,8575635,"Gen Z, Millennials",16+,Prime Video,Golden Globe,"Action, Thriller",82
504,Beyond Horizon 504,November,1993,Fantasy,Movie,USA,Spanish,108,Guillermo del Toro,"Brad Pitt, Margot Robbie",9.3,87,210,662010,Gen X,R,Disney+,Baeksang Nominee,"Comedy, Thriller",85
505,Dreamscape 505,September,2006,Sci-Fi/Thriller,Series,UK,Korean,131,Christopher Nolan,"Kim Soo-hyun, Kim Ji-won",6.8,73,2173,2866746,Millennials,R,Hulu,Golden Globe,"Romance, Thriller",97
506,Fading Stars 506,January,2018,Action/Adventure,Movie,South Korea,Japanese,167,David Fincher,"Henry Cavill, Anya Taylor-Joy",8.2,57,430,6198882,Millennials,16+,Hulu,None,"Romance, Mystery",82
507,Beyond Horizon 507,August,1998,Animation,Movie,India,Korean,150,David Fincher,"Ranbir Kapoor, Alia Bhatt",8.5,90,521,1074393,Gen X,PG,Hulu,None,"Drama, Action",70
508,Crimson Dawn 508,December,2025,Crime/Comedy/Drama,Series,France,French,152,Greta Gerwig,"Song Kang-ho, Lee Sun-kyun",8,84,2386,3399739,Millennials,PG-13,HBO Max,Cannes Winner,"Sci-Fi, Drama",79
509,Dreamscape 509,September,1994,Fantasy,Movie,Japan,English,189,Christopher Nolan,"Chris Evans, Emily Blunt",8.9,92,2568,5822180,"Gen Z, Millennials",18+,Prime Video,Baeksang Nominee,"Thriller, Action",71
510,Eternal Shadows 510,May,1990,Animation,Movie,Japan,English,106,Greta Gerwig,"Brad Pitt, Margot Robbie",9.1,92,1690,3258897,Gen X,R,Disney+,None,"Comedy, Adventure",90
511,Shattered Memories 511,January,2001,Horror,Movie,India,Japanese,160,David Fincher,"Tom Hanks, Emma Watson",8.7,55,2179,2715859,Millennials,PG-13,Netflix,Golden Globe,"Comedy, Thriller",83
512,Dreamscape 512,May,2024,Sci-Fi/Thriller,Series,India,German,197,Bong Joon-ho,"Chris Evans, Emily Blunt",6.7,66,1721,4071668,Gen X,18+,Disney+,Cannes Winner,"Comedy, Sci-Fi",80
513,Hidden Truths 513,January,2011,Mystery,Movie,Canada,Spanish,131,Christopher Nolan,"Scarlett Johansson, Adam Driver",7.6,100,2972,6159028,Gen X,PG,HBO Max,Golden Globe,"Drama, Tragedy",75
514,Dreamscape 514,March,2018,Mystery,Series,USA,Spanish,182,Guillermo del Toro,"Brad Pitt, Margot Robbie",9,90,2795,2774925,Gen Z,R,Prime Video,Oscar,"Thriller, Adventure",80
515,The Last Voyage 515,December,2002,Mystery,Movie,France,English,71,David Fincher,"Chris Evans, Emily Blunt",6.8,52,2775,2758791,Gen Z,16+,Prime Video,None,"Comedy, Adventure",81
516,Dreamscape 516,June,2001,Crime/Comedy/Drama,Series,India,Hindi,104,Christopher Nolan,"Tom Hanks, Emma Watson",7,92,2034,3768398,Gen X,16+,Netflix,Oscar,"Tragedy, Action",88
517,Hidden Truths 517,August,2025,Horror,Movie,UK,Japanese,183,Hayao Miyazaki,"Brad Pitt, Margot Robbie",8,66,2772,2953643,Gen X,R,Hulu,None,"Tragedy, Action",83
518,Hidden Truths 518,October,2014,Sci-Fi/Thriller,Series,UK,Korean,104,Park Chan-wook,"Chris Evans, Emily Blunt",9,69,312,1256871,Millennials,PG,HBO Max,Golden Globe,"Sci-Fi, Romance",71
519,Neon Nights 519,January,1993,Thriller/Drama,Series,South Korea,French,169,David Fincher,"Song Kang-ho, Lee Sun-kyun",7.5,86,582,9985381,Gen Z,PG,Hulu,Golden Globe,"Mystery, Action",73
520,Dreamscape 520,March,2007,Documentary,Movie,South Korea,German,168,David Fincher,"Scarlett Johansson, Adam Driver",6.7,91,1089,2448073,Gen Z,R,HBO Max,Golden Globe,"Mystery, Thriller",82
521,The Last Voyage 521,April,2012,Animation,Movie,Germany,English,195,Hayao Miyazaki,"Chris Evans, Emily Blunt",6.1,80,1096,6024573,Gen X,PG-13,Hulu,K-Drama Awards,"Comedy, Tragedy",99
522,Eternal Shadows 522,January,2011,Documentary,Series,Japan,German,81,Sofia Coppola,"Kim Soo-hyun, Kim Ji-won",6.3,72,825,6859191,Millennials,18+,HBO Max,Oscar,"Sci-Fi, Adventure",98
523,Shattered Memories 523,September,2013,Mystery,Movie,South Korea,Hindi,79,Park Chan-wook,"Brad Pitt, Margot Robbie",7.9,98,1528,8175655,Gen X,R,Hulu,Baeksang Nominee,"Sci-Fi, Romance",100
524,Eternal Shadows 524,June,1992,Romance/Drama,Movie,South Korea,Japanese,154,Christopher Nolan,"Scarlett Johansson, Adam Driver",6.9,62,1719,8270027,"Gen Z, Millennials",PG,Netflix,Oscar,"Mystery, Thriller",80
525,Neon Nights 525,June,2007,Animation,Series,India,Korean,134,David Fincher,"Leonardo DiCaprio, Kate Winslet",6.7,83,244,9266048,"Gen Z, Millennials",16+,Netflix,Oscar,"Romance, Comedy",85
526,Shattered Memories 526,March,2021,Mystery,Movie,Japan,Japanese,152,Anurag Kashyap,"Brad Pitt, Margot Robbie",8.4,72,689,8057187,Gen X,PG-13,HBO Max,Oscar,"Drama, Action",95
527,Eternal Shadows 527,September,2016,Mystery,Series,Germany,English,188,David Fincher,"Scarlett Johansson, Adam Driver",7,95,307,7544467,Gen X,PG-13,Hulu,Golden Globe,"Action, Thriller",94
528,Eternal Shadows 528,September,2016,Crime/Comedy/Drama,Series,India,Hindi,143,Guillermo del Toro,"Robert Pattinson, Zoë Kravitz",9.1,54,2740,4216618,Millennials,PG-13,Netflix,Cannes Winner,"Adventure, Fantasy",100
529,Neon Nights 529,July,2017,Animation,Series,Germany,Japanese,127,Greta Gerwig,"Brad Pitt, Margot Robbie",9.4,73,2817,6485487,Gen X,R,Disney+,Golden Globe,"Tragedy, Action",87
530,Beyond Horizon 530,February,2025,Sci-Fi/Thriller,Series,Canada,Spanish,106,Bong Joon-ho,"Tom Hanks, Emma Watson",9.5,72,2417,8164768,Gen Z,PG-13,HBO Max,Baeksang Nominee,"Drama, Mystery",75
531,Beyond Horizon 531,January,1996,Fantasy,Movie,Germany,German,94,Sofia Coppola,"Kim Soo-hyun, Kim Ji-won",8.6,54,1233,2199812,Gen X,16+,HBO Max,Baeksang Nominee,"Action, Fantasy",88
532,Fading Stars 532,November,2004,Fantasy,Movie,South Korea,Hindi,182,Hayao Miyazaki,"Robert Pattinson, Zoë Kravitz",8,99,1880,7881011,"Gen Z, Millennials",R,Hulu,None,"Adventure, Thriller",87
533,Neon Nights 533,March,2002,Thriller/Drama,Movie,Canada,Spanish,98,Hayao Miyazaki,"Henry Cavill, Anya Taylor-Joy",7.6,80,1600,6830399,"Gen Z, Millennials",R,Prime Video,Oscar,"Fantasy, Action",91
534,The Last Voyage 534,August,2017,Sci-Fi/Thriller,Movie,Japan,Korean,195,David Fincher,"Leonardo DiCaprio, Kate Winslet",8.5,78,2696,6512331,Gen Z,R,Disney+,Baeksang Nominee,"Action, Tragedy",82
535,Crimson Dawn 535,November,1991,Mystery,Series,Japan,English,87,David Fincher,"Henry Cavill, Anya Taylor-Joy",7.3,79,2877,4930577,"Gen Z, Millennials",PG,HBO Max,Golden Globe,"Drama, Sci-Fi",99
536,Crimson Dawn 536,August,2021,Sci-Fi/Thriller,Series,France,English,195,Hayao Miyazaki,"Chris Evans, Emily Blunt",9.2,96,907,8289420,Millennials,R,Hulu,Cannes Winner,"Adventure, Tragedy",96
537,Dreamscape 537,November,2022,Fantasy,Movie,India,English,117,Hayao Miyazaki,"Tom Hanks, Emma Watson",8.2,81,1573,5937184,Gen Z,16+,Netflix,None,"Drama, Comedy",99
538,Crimson Dawn 538,March,2010,Sci-Fi/Thriller,Movie,UK,Japanese,154,Park Chan-wook,"Song Kang-ho, Lee Sun-kyun",8.6,83,1658,9524079,Gen X,PG-13,Hulu,K-Drama Awards,"Tragedy, Adventure",92
539,Beyond Horizon 539,March,1998,Mystery,Series,USA,Korean,76,James Cameron,"Chris Evans, Emily Blunt",7,80,799,2831759,Gen Z,18+,Netflix,Oscar,"Thriller, Comedy",87
540,Dreamscape 540,January,1998,Romance/Drama,Movie,Germany,French,144,James Cameron,"Scarlett Johansson, Adam Driver",6.6,62,483,4108952,Gen Z,PG-13,Prime Video,Cannes Winner,"Mystery, Tragedy",70
541,Silent Echo 541,June,2022,Mystery,Movie,USA,German,103,Christopher Nolan,"Tom Hanks, Emma Watson",6.8,97,1633,7140877,"Gen Z, Millennials",16+,Hulu,Baeksang Nominee,"Drama, Fantasy",70
542,The Last Voyage 542,February,2004,Action/Adventure,Movie,South Korea,German,139,Guillermo del Toro,"Robert Pattinson, Zoë Kravitz",9.3,59,343,2661419,Gen Z,16+,Disney+,Golden Globe,"Romance, Adventure",96
543,Eternal Shadows 543,August,1992,Action/Adventure,Series,Germany,French,81,Anurag Kashyap,"Kim Soo-hyun, Kim Ji-won",9.3,53,2033,9979156,"Gen Z, Millennials",18+,Netflix,None,"Adventure, Romance",90
544,Beyond Horizon 544,July,1999,Thriller/Drama,Movie,South Korea,French,163,Hayao Miyazaki,"Tom Hanks, Emma Watson",8.5,86,1120,3542362,Gen Z,R,HBO Max,Golden Globe,"Comedy, Fantasy",84
545,Dreamscape 545,November,2014,Documentary,Movie,USA,Korean,130,Park Chan-wook,"Song Kang-ho, Lee Sun-kyun",8.9,77,2693,5007932,Millennials,16+,Disney+,Oscar,"Romance, Drama",76
546,Dreamscape 546,May,2013,Crime/Comedy/Drama,Movie,Canada,Japanese,175,Greta Gerwig,"Henry Cavill, Anya Taylor-Joy",6.2,56,2333,3149942,Gen Z,R,Hulu,Baeksang Nominee,"Mystery, Sci-Fi",91
547,Crimson Dawn 547,May,2001,Action/Adventure,Series,USA,Spanish,70,Sofia Coppola,"Robert Pattinson, Zoë Kravitz",8.4,52,873,3023591,Millennials,PG-13,HBO Max,K-Drama Awards,"Comedy, Action",91
548,Fading Stars 548,November,2020,Action/Adventure,Series,India,French,125,David Fincher,"Song Kang-ho, Lee Sun-kyun",6.6,88,1380,3419587,Gen Z,16+,HBO Max,Golden Globe,"Thriller, Drama",74
549,Fading Stars 549,January,1990,Romance/Drama,Movie,UK,French,119,Christopher Nolan,"Leonardo DiCaprio, Kate Winslet",8.4,57,2623,8706232,Gen X,16+,Hulu,Oscar,"Thriller, Tragedy",98
550,Hidden Truths 550,December,1996,Action/Adventure,Movie,UK,Korean,179,Guillermo del Toro,"Tom Hanks, Emma Watson",9.5,67,1159,1672095,Millennials,16+,Disney+,None,"Action, Drama",85
551,Silent Echo 551,November,1993,Animation,Series,UK,Spanish,77,Anurag Kashyap,"Tom Hanks, Emma Watson",7.3,90,1317,5343285,Gen Z,18+,HBO Max,Golden Globe,"Tragedy, Thriller",73
552,Eternal Shadows 552,May,2025,Documentary,Series,India,English,146,Bong Joon-ho,"Kim Soo-hyun, Kim Ji-won",9.2,60,746,7885248,Gen Z,PG-13,Hulu,Cannes Winner,"Tragedy, Romance",96
553,Beyond Horizon 553,September,1992,Mystery,Movie,UK,English,101,Sofia Coppola,"Ranbir Kapoor, Alia Bhatt",7.8,77,2742,5796985,Gen Z,16+,Hulu,Baeksang Nominee,"Fantasy, Romance",79
554,Fading Stars 554,September,1990,Crime/Comedy/Drama,Movie,South Korea,Spanish,99,Sofia Coppola,"Tom Hanks, Emma Watson",6.1,55,2881,8148391,Gen Z,R,Netflix,None,"Drama, Thriller",84
555,Eternal Shadows 555,January,2020,Thriller/Drama,Series,Canada,Korean,186,Hayao Miyazaki,"Kim Soo-hyun, Kim Ji-won",8,57,87,7595653,"Gen Z, Millennials",PG-13,HBO Max,Cannes Winner,"Action, Drama",99
556,Fading Stars 556,July,2011,Sci-Fi/Thriller,Series,Germany,Hindi,199,Park Chan-wook,"Kim Soo-hyun, Kim Ji-won",9.3,100,1361,9603251,Gen X,PG,Netflix,Baeksang Nominee,"Sci-Fi, Drama",92
557,Fading Stars 557,December,2025,Action/Adventure,Movie,France,French,154,Christopher Nolan,"Leonardo DiCaprio, Kate Winslet",6.5,61,1545,8756769,Gen Z,R,Disney+,None,"Tragedy, Thriller",70
558,Shattered Memories 558,June,2009,Horror,Movie,Canada,French,137,Anurag Kashyap,"Chris Evans, Emily Blunt",6.1,85,2623,2212737,Gen X,R,HBO Max,Cannes Winner,"Sci-Fi, Comedy",72
559,Crimson Dawn 559,June,2025,Fantasy,Movie,UK,Hindi,151,James Cameron,"Kim Soo-hyun, Kim Ji-won",6.3,50,399,4374516,Gen X,PG,Disney+,K-Drama Awards,"Sci-Fi, Fantasy",95
560,Silent Echo 560,April,2014,Horror,Movie,France,German,172,Bong Joon-ho,"Song Kang-ho, Lee Sun-kyun",6.5,86,1021,2131361,Gen X,PG,HBO Max,K-Drama Awards,"Fantasy, Adventure",97
561,The Last Voyage 561,June,2014,Crime/Comedy/Drama,Series,UK,French,176,Anurag Kashyap,"Song Kang-ho, Lee Sun-kyun",6.8,95,64,7787884,Gen X,PG,Disney+,None,"Action, Drama",82
562,Crimson Dawn 562,November,2013,Crime/Comedy/Drama,Movie,South Korea,German,179,James Cameron,"Robert Pattinson, Zoë Kravitz",7.3,84,2592,4965926,"Gen Z, Millennials",16+,Prime Video,None,"Mystery, Thriller",90
563,Hidden Truths 563,August,1994,Horror,Series,France,English,76,Christopher Nolan,"Kim Soo-hyun, Kim Ji-won",8.9,76,1698,869702,Millennials,18+,Netflix,Cannes Winner,"Fantasy, Comedy",100
564,Fading Stars 564,June,2004,Fantasy,Series,Japan,Spanish,166,Anurag Kashyap,"Kim Soo-hyun, Kim Ji-won",7.5,69,1143,9433149,Gen X,16+,Disney+,Cannes Winner,"Thriller, Fantasy",82
565,Hidden Truths 565,April,2001,Romance/Drama,Movie,UK,Hindi,93,Sofia Coppola,"Robert Pattinson, Zoë Kravitz",8.2,79,2106,1179915,Millennials,18+,HBO Max,K-Drama Awards,"Romance, Mystery",89
566,Shattered Memories 566,March,2007,Mystery,Movie,France,Spanish,137,Hayao Miyazaki,"Chris Evans, Emily Blunt",7,61,2177,9026662,Gen X,R,Disney+,K-Drama Awards,"Thriller, Fantasy",85
567,Silent Echo 567,November,2003,Sci-Fi/Thriller,Series,Germany,Spanish,167,David Fincher,"Leonardo DiCaprio, Kate Winslet",7.4,85,133,5936820,"Gen Z, Millennials",16+,Prime Video,Oscar,"Tragedy, Drama",82
568,Hidden Truths 568,May,2004,Crime/Comedy/Drama,Series,USA,German,183,Guillermo del Toro,"Robert Pattinson, Zoë Kravitz",6.7,62,1922,6507105,Gen Z,PG-13,HBO Max,Golden Globe,"Sci-Fi, Comedy",95
569,Silent Echo 569,May,2001,Horror,Movie,Japan,Hindi,153,Greta Gerwig,"Kim Soo-hyun, Kim Ji-won",7.3,61,1240,3297636,Gen Z,18+,Hulu,Baeksang Nominee,"Fantasy, Tragedy",96
570,Dreamscape 570,December,1991,Mystery,Movie,Germany,French,120,Anurag Kashyap,"Kim Soo-hyun, Kim Ji-won",7.4,75,2560,3058952,Millennials,PG,Netflix,Oscar,"Comedy, Action",97
571,Neon Nights 571,May,1997,Romance/Drama,Series,India,Japanese,134,Bong Joon-ho,"Brad Pitt, Margot Robbie",7.1,73,2914,3710550,Gen X,18+,Hulu,None,"Comedy, Mystery",99
572,Fading Stars 572,September,2006,Fantasy,Series,India,English,73,Guillermo del Toro,"Tom Hanks, Emma Watson",7.1,84,1449,3387223,Gen X,PG,Disney+,Oscar,"Drama, Mystery",97
573,Hidden Truths 573,July,1999,Action/Adventure,Movie,Canada,Spanish,79,Greta Gerwig,"Scarlett Johansson, Adam Driver",7.6,88,1315,1233045,Gen X,16+,HBO Max,K-Drama Awards,"Sci-Fi, Romance",80
574,Neon Nights 574,July,2025,Fantasy,Series,Japan,Japanese,89,Bong Joon-ho,"Henry Cavill, Anya Taylor-Joy",7.4,74,1556,8751564,Gen X,R,Hulu,Oscar,"Tragedy, Comedy",86
575,Neon Nights 575,June,2008,Sci-Fi/Thriller,Series,India,Korean,179,Christopher Nolan,"Ranbir Kapoor, Alia Bhatt",8.8,93,2965,189170,Gen X,16+,Disney+,K-Drama Awards,"Action, Comedy",93
576,Dreamscape 576,February,2009,Thriller/Drama,Movie,UK,German,87,Guillermo del Toro,"Tom Hanks, Emma Watson",8.6,98,454,1269874,Millennials,PG,Prime Video,Cannes Winner,"Thriller, Drama",86
577,Dreamscape 577,January,2012,Mystery,Series,UK,Korean,99,Bong Joon-ho,"Song Kang-ho, Lee Sun-kyun",9.2,68,193,2216968,"Gen Z, Millennials",18+,Prime Video,K-Drama Awards,"Drama, Comedy",93
578,Dreamscape 578,December,2002,Animation,Series,India,Hindi,86,Christopher Nolan,"Robert Pattinson, Zoë Kravitz",8.4,53,2052,3273677,Gen X,16+,HBO Max,None,"Tragedy, Drama",89
579,Neon Nights 579,April,1990,Action/Adventure,Movie,India,Korean,161,Guillermo del Toro,"Brad Pitt, Margot Robbie",7.5,71,2594,1175743,"Gen Z, Millennials",PG-13,Prime Video,K-Drama Awards,"Mystery, Tragedy",85
580,Eternal Shadows 580,May,1998,Action/Adventure,Series,Canada,Japanese,138,Anurag Kashyap,"Brad Pitt, Margot Robbie",8.8,54,2288,6307388,Gen Z,R,Prime Video,None,"Comedy, Tragedy",85
581,Eternal Shadows 581,September,1996,Mystery,Series,Germany,Korean,77,Guillermo del Toro,"Chris Evans, Emily Blunt",9.3,67,340,1753492,Millennials,PG-13,Netflix,K-Drama Awards,"Mystery, Adventure",83
582,Shattered Memories 582,December,2005,Animation,Series,South Korea,French,149,James Cameron,"Leonardo DiCaprio, Kate Winslet",8.7,67,2808,6222523,"Gen Z, Millennials",16+,HBO Max,None,"Fantasy, Action",95
583,Silent Echo 583,June,2011,Sci-Fi/Thriller,Movie,Canada,Korean,173,James Cameron,"Brad Pitt, Margot Robbie",9,86,444,6554058,Millennials,18+,Hulu,Oscar,"Adventure, Fantasy",84
584,Dreamscape 584,April,2018,Documentary,Movie,USA,English,185,Bong Joon-ho,"Leonardo DiCaprio, Kate Winslet",7.4,67,1045,6251578,Gen Z,PG-13,Hulu,Oscar,"Fantasy, Adventure",80
585,Beyond Horizon 585,April,2011,Horror,Series,Japan,Hindi,126,Christopher Nolan,"Robert Pattinson, Zoë Kravitz",8,67,1642,4756082,Gen Z,PG-13,Hulu,Cannes Winner,"Fantasy, Comedy",84
586,Hidden Truths 586,November,2006,Fantasy,Movie,Canada,English,158,Anurag Kashyap,"Ranbir Kapoor, Alia Bhatt",8.8,76,2456,2467303,"Gen Z, Millennials",R,Disney+,K-Drama Awards,"Comedy, Romance",94
587,Hidden Truths 587,July,2002,Fantasy,Movie,UK,Spanish,183,Bong Joon-ho,"Tom Hanks, Emma Watson",9.3,65,2191,4529502,Millennials,16+,Hulu,Golden Globe,"Tragedy, Sci-Fi",89
588,Fading Stars 588,November,2025,Horror,Movie,Canada,French,171,Park Chan-wook,"Ranbir Kapoor, Alia Bhatt",8.8,96,837,5810492,"Gen Z, Millennials",18+,Disney+,Golden Globe,"Adventure, Thriller",88
